Name,Age,Origin,Height,Weight,Category,Wins,Losses,Weapon of Choice,Equipment Quality,Injury History,Mental Resilience,Tactical Knowledge,Battle Experience,Health Status,Training Intensity,Battle Strategy,Survived
Lollius Manilius,29,Thrace,175,72,Hoplomachus,7,0,Dagger,Basic,Low,9.046109877046693,Intermediate,7,Excellent,Medium,Balanced,True
Fulvius Blaesus,37,Rome,165,80,Thraex,11,7,Sica (Curved Sword),Standard,Low,1.7653415928799352,Intermediate,18,Good,Medium,Balanced,True
Orestius Paelignus,31,Greece,181,84,Retiarius,7,2,Trident,Superior,Low,9.412692634492522,Intermediate,9,Excellent,Low,Balanced,True
Cantilius Cordius,33,Rome,177,106,Murmillo,5,1,Gladius (Sword),Superior,Low,1.3856687605608942,Expert,6,Excellent,Medium,Aggressive,True
Numonius Balbus,31,Thrace,180,87,Thraex,8,3,Dagger,Standard,High,4.912517237029553,Intermediate,11,Good,Medium,Balanced,True
Agrippa Domitius,37,Numidia,180,89,Provocator,8,3,Dagger,Superior,Low,5.051481308420073,Intermediate,11,Excellent,Low,Balanced,True
Messalla Burrienus,42,Germania,180,85,Murmillo,12,1,Gladius (Sword),Standard,High,0.9962074515793,Basic,13,Fair,Medium,Balanced,True
Laberius Marius,44,Rome,173,51,Retiarius,13,1,Net,Superior,High,1.0079808083274375,Basic,14,Fair,Low,Balanced,True
Sempronius Minicius,25,Rome,167,97,Thraex,1,0,Sica (Curved Sword),Basic,Low,6.008495637334249,Expert,1,Excellent,Medium,Defensive,False
Appius Fulvius,36,Thrace,173,77,Provocator,11,0,Dagger,Basic,Low,1.29691019413025,Intermediate,11,Good,Medium,Aggressive,True
Octavenus Manilius,30,Gaul,176,62,Retiarius,4,2,Net,Basic,Low,7.759802599930513,Advanced,6,Excellent,Medium,Balanced,True
Papinius Pilus,41,Germania,184,88,Provocator,8,1,Gladius (Sword),Standard,Low,2.906082245761233,Basic,9,Good,Medium,Aggressive,True
Ninnius Paternus,38,Gaul,197,88,Hoplomachus,12,1,Spear,Basic,Low,5.306476293252727,Advanced,13,Good,Medium,Balanced,True
Messalla Domitius,37,Rome,166,90,Thraex,6,2,Dagger,Basic,Low,4.839258517369925,Basic,8,Good,Low,Balanced,True
Orestius Cestius,42,Greece,178,95,Secutor,8,1,Dagger,Superior,Low,3.678172229770528,Basic,9,Good,Low,Aggressive,True
Manius Menenius,36,Germania,180,80,Hoplomachus,9,3,Dagger,Basic,Low,4.1990562475255375,Basic,12,Excellent,Medium,Balanced,True
Flavius Nautius,28,Rome,194,72,Retiarius,8,2,Net,Standard,Low,7.481407958759163,Basic,10,Excellent,Low,Balanced,True
Cispius Gnaeus,42,Greece,179,83,Hoplomachus,12,6,Spear,Basic,High,0.979804772231553,Basic,18,Fair,Medium,Balanced,True
Junius Avidius,37,Gaul,165,85,Provocator,10,0,Gladius (Sword),Superior,Low,4.172917823868651,Basic,10,Excellent,Medium,Aggressive,True
Coruncanius Pasidienus,41,Greece,172,50,Retiarius,11,2,Net,Standard,Low,4.33742661822984,Basic,13,Good,Medium,Aggressive,True
Latinius Aquillius,32,Rome,184,71,Hoplomachus,6,2,Dagger,Superior,Low,1.7513738565377135,Advanced,8,Excellent,Medium,Aggressive,True
Gaius Cominius,28,Greece,176,101,Thraex,8,1,Sica (Curved Sword),Superior,High,2.9730633870323184,Expert,9,Excellent,Medium,Balanced,True
Livius Pilus,30,Thrace,179,85,Provocator,7,1,Dagger,Superior,Low,7.1299165359633925,Intermediate,8,Excellent,Medium,Balanced,True
Norbanus Nasidius,31,Rome,165,79,Provocator,11,2,Gladius (Sword),Basic,Low,6.7182930428757945,Advanced,13,Excellent,Medium,Balanced,True
Minicius Opellius,39,Numidia,178,73,Provocator,15,4,Gladius (Sword),Superior,High,1.044162913218485,Basic,19,Good,Low,Aggressive,True
Terentius Perperna,38,Numidia,176,68,Thraex,12,3,Sica (Curved Sword),Basic,High,1.0093605205305864,Basic,15,Fair,Medium,Balanced,True
Perperna Foslius,41,Numidia,168,64,Retiarius,12,4,Trident,Standard,High,2.955682490997372,Basic,16,Fair,Medium,Aggressive,True
Octavius Decentius,23,Gaul,169,82,Provocator,4,1,Gladius (Sword),Superior,High,4.563960087969724,Advanced,5,Excellent,Medium,Aggressive,False
Nonius Iunius,22,Gaul,158,72,Retiarius,4,1,Net,Standard,Low,7.527370959271739,Intermediate,5,Excellent,High,Balanced,True
Manius Tarquinius,36,Greece,152,61,Provocator,12,1,Dagger,Standard,Low,6.327781431982139,Intermediate,13,Excellent,Medium,Balanced,True
Iunius Gaius,27,Rome,180,100,Hoplomachus,4,1,Spear,Superior,Low,2.843380733521045,Basic,5,Excellent,Medium,Aggressive,False
Catius Numerius,41,Rome,163,74,Provocator,14,5,Gladius (Sword),Superior,High,2.178951683964247,Basic,19,Fair,Medium,Aggressive,True
Maecenas Vibius,41,Rome,165,116,Secutor,8,2,Dagger,Standard,Low,0.9740341055347616,Intermediate,10,Good,Medium,Balanced,True
Hirrus Numitorius,34,Greece,166,69,Thraex,8,3,Sica (Curved Sword),Standard,Low,6.489369462708766,Intermediate,11,Excellent,Low,Aggressive,True
Nautius Pedius,26,Rome,174,75,Retiarius,5,0,Trident,Superior,Low,3.0147633816103627,Intermediate,5,Excellent,Medium,Aggressive,True
Valerius Pedius,43,Greece,174,104,Murmillo,13,2,Gladius (Sword),Superior,Low,2.7137506428173745,Basic,15,Good,Low,Balanced,True
Domitius Decimus,31,Germania,178,111,Secutor,15,2,Dagger,Superior,Low,8.541645235098533,Advanced,17,Excellent,Low,Balanced,True
Terentius Caelius,20,Gaul,174,79,Provocator,3,0,Dagger,Basic,Low,6.766789207297916,Expert,3,Excellent,Medium,Aggressive,False
Gabinius Latinius,26,Rome,163,87,Murmillo,8,3,Dagger,Standard,Low,3.578520550178452,Expert,11,Excellent,Medium,Aggressive,True
Calventius Ogulnius,26,Greece,186,100,Secutor,4,0,Dagger,Basic,Low,4.686110239122649,Intermediate,4,Excellent,Medium,Balanced,True
Afranius Cicereius,38,Thrace,189,95,Secutor,10,1,Dagger,Basic,Low,6.180106123618709,Basic,11,Good,Medium,Balanced,True
Baebius Ostorius,36,Numidia,182,118,Provocator,10,2,Dagger,Superior,Low,5.621776893664321,Intermediate,12,Excellent,Low,Aggressive,True
Geminius Licinius,22,Gaul,163,111,Secutor,5,1,Gladius (Sword),Standard,Low,7.768800652250571,Basic,6,Excellent,High,Balanced,True
Iulius Marius,45,Rome,171,75,Provocator,10,4,Gladius (Sword),Basic,Low,2.7519084606277,Basic,14,Good,Low,Balanced,True
Avidius Maecilius,37,Thrace,172,88,Murmillo,9,1,Gladius (Sword),Superior,Low,7.560832589511445,Basic,10,Excellent,Low,Balanced,True
Cosconius Ennius,32,Rome,175,78,Provocator,10,4,Dagger,Superior,High,1.0238065472253044,Intermediate,14,Good,Medium,Balanced,False
Baebius Didius,32,Germania,176,50,Hoplomachus,6,0,Dagger,Basic,Low,2.335351025938279,Intermediate,6,Excellent,Medium,Aggressive,True
Persius Iunius,40,Gaul,167,58,Hoplomachus,7,2,Dagger,Standard,Low,6.996612096324933,Basic,9,Good,Medium,Aggressive,True
Balbus Camillius,35,Rome,181,80,Provocator,9,1,Gladius (Sword),Superior,Low,0.9514959751252496,Basic,10,Excellent,Medium,Aggressive,True
Terentius Publius,41,Gaul,180,64,Hoplomachus,10,2,Dagger,Basic,Low,2.328392336581456,Basic,12,Good,Medium,Aggressive,True
Ostorius Iuventius,29,Gaul,175,80,Thraex,9,1,Sica (Curved Sword),Standard,High,6.295709320886871,Intermediate,10,Good,Medium,Aggressive,True
Nautius Marcus,44,Thrace,180,81,Hoplomachus,8,3,Spear,Standard,Low,1.7441355586773115,Basic,11,Good,Medium,Balanced,True
Galerius Hirrus,21,Gaul,169,75,Provocator,3,1,Dagger,Standard,Low,7.310119802620455,Basic,4,Excellent,High,Aggressive,False
Camillius Livius,33,Gaul,164,126,Murmillo,9,3,Gladius (Sword),Basic,Low,0.9957900669297164,Intermediate,12,Excellent,Medium,Balanced,True
Ostorius Memmius,38,Germania,174,86,Secutor,12,3,Gladius (Sword),Standard,High,5.502896030498785,Basic,15,Fair,Medium,Aggressive,True
Nasidius Tiberius,27,Rome,171,92,Provocator,6,2,Gladius (Sword),Basic,High,1.0180771383942435,Intermediate,8,Good,Medium,Balanced,False
Iuventius Sempronius,23,Greece,172,74,Retiarius,3,1,Trident,Basic,Low,1.134112910666072,Advanced,4,Excellent,High,Balanced,False
Oppius Longinius,39,Thrace,163,45,Hoplomachus,5,0,Dagger,Standard,Low,4.0825550496746335,Basic,5,Good,Low,Balanced,True
Cantilius Genucius,23,Germania,182,97,Secutor,6,1,Gladius (Sword),Standard,Low,6.1273688233085934,Expert,7,Excellent,High,Balanced,True
Gabinius Nasidius,26,Numidia,166,75,Secutor,9,6,Gladius (Sword),Basic,Low,4.695972009362193,Intermediate,15,Excellent,Low,Balanced,True
Mamilius Paternus,22,Rome,185,111,Secutor,5,0,Gladius (Sword),Superior,Low,5.151609862154479,Intermediate,5,Excellent,Medium,Aggressive,True
Ovidius Tiberius,30,Gaul,185,90,Secutor,6,0,Dagger,Standard,Low,5.732384555786671,Basic,6,Excellent,Medium,Balanced,True
Numicius Cornificius,29,Numidia,153,83,Hoplomachus,3,0,Dagger,Basic,Low,4.943485783800762,Intermediate,3,Excellent,Low,Balanced,False
Nautius Caedicius,33,Rome,178,68,Hoplomachus,12,3,Spear,Standard,Low,6.379074832567096,Expert,15,Excellent,Medium,Balanced,True
Hostilius Musonius,24,Germania,159,66,Hoplomachus,4,2,Spear,Standard,Low,6.954361110264308,Expert,6,Excellent,High,Balanced,True
Pilus Albinius,25,Numidia,171,97,Hoplomachus,5,1,Spear,Standard,Low,8.538254367478766,Advanced,6,Excellent,Medium,Defensive,True
Blaesus Herennius,32,Rome,189,89,Retiarius,6,1,Net,Standard,Low,8.184768912406835,Advanced,7,Excellent,Medium,Balanced,True
Cominius Pedius,43,Rome,173,98,Secutor,12,2,Gladius (Sword),Superior,Low,2.528977808762561,Basic,14,Good,Medium,Balanced,True
Caelius Foslius,23,Rome,152,83,Secutor,4,0,Dagger,Standard,Low,4.362419863503456,Intermediate,4,Excellent,Medium,Aggressive,True
Norbanus Ovidius,24,Numidia,169,48,Thraex,5,1,Dagger,Basic,Low,5.559220329147579,Advanced,6,Excellent,Medium,Defensive,True
Hostilius Didius,23,Gaul,169,94,Provocator,4,0,Gladius (Sword),Superior,Low,6.635200994925012,Basic,4,Excellent,Medium,Balanced,True
Quintus Hostilius,28,Numidia,167,80,Hoplomachus,5,1,Spear,Standard,Low,4.653933269982134,Intermediate,6,Excellent,Low,Balanced,True
Lamponius Petilius,31,Germania,165,56,Thraex,9,3,Dagger,Basic,Low,5.6543378976597385,Expert,12,Excellent,Medium,Balanced,True
Cicereius Hortensius,18,Thrace,191,107,Murmillo,5,3,Dagger,Basic,Low,4.892561067777804,Expert,8,Excellent,High,Aggressive,True
Nasennius Cocceius,39,Thrace,184,98,Murmillo,10,1,Dagger,Basic,Low,2.4181423448542967,Basic,11,Good,Medium,Balanced,True
Musonius Orchius,30,Rome,164,81,Provocator,8,4,Gladius (Sword),Standard,Low,2.568008195016388,Advanced,12,Excellent,Medium,Defensive,True
Balbus Numicius,32,Numidia,191,65,Retiarius,9,1,Trident,Standard,Low,7.296996095042934,Expert,10,Excellent,Low,Aggressive,True
Valerius Pettius,44,Rome,165,59,Hoplomachus,12,5,Dagger,Standard,Low,2.870519769223675,Basic,17,Good,Medium,Balanced,True
Titus Messalla,22,Germania,171,82,Hoplomachus,0,0,Dagger,Basic,Low,5.463055201538715,Expert,0,Excellent,High,Balanced,False
Sextus Caecilius,38,Thrace,189,94,Thraex,5,0,Dagger,Basic,Low,1.5667568301622126,Basic,5,Good,Low,Aggressive,True
Maecilius Petilius,37,Greece,182,50,Thraex,7,2,Sica (Curved Sword),Basic,High,1.6738313130255833,Basic,9,Fair,Low,Aggressive,True
Laberius Nautius,29,Rome,184,79,Provocator,4,1,Dagger,Basic,Low,1.218569679945273,Advanced,5,Excellent,Medium,Defensive,False
Ovidius Acilius,26,Greece,182,74,Thraex,5,1,Sica (Curved Sword),Basic,Low,3.3319988277470034,Advanced,6,Excellent,Medium,Balanced,False
Antonius Calventius,21,Rome,169,87,Secutor,4,0,Dagger,Standard,Low,8.53991668062436,Intermediate,4,Excellent,Medium,Balanced,True
Lamponius Sextus,39,Gaul,187,76,Murmillo,7,4,Dagger,Standard,Low,7.303031792230152,Intermediate,11,Good,Low,Aggressive,True
Persius Aquillius,43,Gaul,174,105,Murmillo,15,1,Gladius (Sword),Superior,Low,5.467759635719827,Basic,16,Good,Medium,Balanced,True
Aulus Julius,39,Gaul,153,100,Secutor,7,2,Dagger,Standard,Low,4.0175311909987865,Intermediate,9,Good,Low,Balanced,True
Decentius Opellius,29,Gaul,167,64,Retiarius,4,1,Net,Standard,Low,7.321568898169,Intermediate,5,Excellent,Medium,Aggressive,True
Opimius Marius,36,Germania,167,76,Retiarius,10,3,Net,Standard,Low,3.0002657110744657,Basic,13,Good,Medium,Balanced,True
Petilius Minicius,32,Germania,156,64,Murmillo,10,3,Gladius (Sword),Superior,Low,2.6916622281098066,Advanced,13,Excellent,Low,Aggressive,True
Paelignus Herennius,30,Numidia,188,99,Secutor,6,0,Dagger,Superior,Low,2.617732217325102,Intermediate,6,Excellent,Medium,Aggressive,True
Opimius Hordeonius,32,Numidia,170,70,Provocator,14,3,Dagger,Basic,High,4.059802444968559,Basic,17,Good,Medium,Aggressive,True
Didius Icilius,21,Greece,174,81,Thraex,9,3,Sica (Curved Sword),Superior,High,6.815690905744523,Advanced,12,Excellent,Medium,Balanced,True
Ninnius Cicereius,34,Germania,154,99,Murmillo,9,2,Dagger,Basic,High,4.513256950541044,Basic,11,Good,Low,Aggressive,True
Burrienus Cordius,37,Thrace,161,101,Secutor,4,0,Dagger,Superior,Low,3.9729545811678193,Intermediate,4,Excellent,Medium,Aggressive,True
Sextus Iuventius,38,Numidia,178,77,Provocator,10,0,Gladius (Sword),Superior,Low,2.425953310036636,Intermediate,10,Excellent,Medium,Balanced,True
Catilius Coruncanius,30,Gaul,166,73,Secutor,10,5,Gladius (Sword),Basic,Low,5.227007600317604,Advanced,15,Excellent,Medium,Balanced,True
Murena Caedicius,45,Gaul,179,84,Hoplomachus,13,0,Dagger,Standard,High,0.8982910582235647,Basic,13,Fair,Medium,Balanced,True
Tarquinius Claudius,45,Rome,175,101,Secutor,13,1,Gladius (Sword),Standard,Low,4.361903475107599,Basic,14,Good,Medium,Balanced,True
Nasennius Laetorius,25,Thrace,156,72,Secutor,4,0,Gladius (Sword),Basic,Low,7.708332090397477,Advanced,4,Excellent,Medium,Balanced,True
Gnaeus Gabinius,37,Thrace,179,76,Hoplomachus,7,1,Dagger,Basic,Low,2.3512203234625404,Basic,8,Good,Medium,Aggressive,True
Baebius Pacilius,43,Numidia,185,105,Murmillo,13,9,Dagger,Superior,Low,6.077454067184482,Basic,22,Good,Medium,Balanced,True
Cinna Nonius,43,Gaul,176,106,Murmillo,16,5,Dagger,Basic,Low,6.638623575159475,Basic,21,Good,Medium,Balanced,True
Cornelius Ovidius,18,Germania,182,100,Secutor,3,1,Gladius (Sword),Standard,Low,4.061598918269957,Intermediate,4,Excellent,High,Balanced,False
Manius Iulius,19,Gaul,162,83,Retiarius,5,1,Trident,Superior,Low,2.0730479577798584,Advanced,6,Excellent,Medium,Balanced,False
Mallius Laecanius,28,Greece,166,70,Provocator,4,1,Dagger,Superior,Low,3.5184897651007505,Expert,5,Excellent,Medium,Balanced,True
Appius Maecilius,24,Gaul,178,62,Thraex,3,0,Dagger,Superior,Low,5.481256113380218,Advanced,3,Excellent,Medium,Balanced,True
Terentius Cloelius,36,Rome,179,50,Thraex,8,1,Sica (Curved Sword),Basic,Low,4.214618527377376,Basic,9,Excellent,Medium,Balanced,True
Ostorius Petreius,33,Greece,173,116,Secutor,10,3,Dagger,Standard,Low,6.743667063296001,Expert,13,Excellent,Medium,Balanced,False
Ogulnius Octavenus,26,Numidia,171,90,Thraex,3,0,Sica (Curved Sword),Superior,Low,8.808384257913088,Expert,3,Excellent,Medium,Balanced,True
Tiberius Caninius,30,Greece,174,95,Thraex,5,0,Dagger,Standard,Low,3.842454468134133,Intermediate,5,Excellent,Low,Balanced,False
Fundanus Fidenas,32,Thrace,170,103,Hoplomachus,14,4,Dagger,Standard,High,1.6466716218470798,Expert,18,Good,Low,Aggressive,True
Iuventius Opellius,27,Gaul,155,87,Thraex,3,1,Dagger,Basic,Low,5.923729709060762,Basic,4,Excellent,Medium,Aggressive,False
Mamilius Granius,37,Germania,165,67,Secutor,10,3,Dagger,Basic,Low,5.109238814541261,Intermediate,13,Good,Medium,Aggressive,True
Julius Orbilius,23,Germania,186,95,Provocator,8,1,Dagger,Standard,Low,7.19349870389385,Intermediate,9,Excellent,High,Balanced,True
Latinius Nautius,45,Gaul,169,81,Provocator,11,2,Dagger,Standard,Low,3.2379413551831853,Basic,13,Good,Medium,Balanced,True
Baebius Paelignus,26,Greece,193,79,Provocator,7,1,Dagger,Superior,Low,8.129795253194251,Basic,8,Excellent,Low,Balanced,True
Percennius Pettius,25,Thrace,171,82,Thraex,7,3,Dagger,Superior,Low,6.644502123926399,Expert,10,Excellent,Medium,Balanced,True
Ovidius Ninnius,38,Germania,172,88,Provocator,11,3,Dagger,Superior,High,3.158789916453311,Basic,14,Good,Medium,Aggressive,True
Galerius Agrippa,38,Numidia,183,97,Murmillo,11,5,Gladius (Sword),Superior,Low,2.2751007103788607,Basic,16,Excellent,Medium,Aggressive,True
Decimus Ovidius,44,Gaul,172,82,Provocator,14,4,Gladius (Sword),Standard,High,1.0656005979067564,Basic,18,Fair,Medium,Aggressive,True
Caelius Coruncanius,24,Numidia,179,72,Provocator,8,3,Gladius (Sword),Superior,Low,7.661428676106205,Advanced,11,Excellent,Medium,Balanced,True
Marius Aquillius,26,Rome,182,99,Murmillo,4,0,Dagger,Basic,Low,4.806634798288862,Intermediate,4,Excellent,Low,Balanced,True
Quintus Caninius,28,Germania,172,95,Hoplomachus,7,3,Spear,Superior,Low,4.403974354086738,Intermediate,10,Excellent,Medium,Aggressive,True
Appius Percennius,33,Greece,157,65,Hoplomachus,5,1,Dagger,Superior,Low,1.7725397350217411,Intermediate,6,Excellent,Low,Balanced,True
Gaius Considius,19,Germania,187,102,Thraex,4,0,Dagger,Standard,Low,4.46606439035704,Expert,4,Excellent,Low,Balanced,True
Matinius Opimius,27,Gaul,173,88,Thraex,6,3,Dagger,Standard,High,7.152504366315156,Expert,9,Good,Medium,Aggressive,True
Betilienus Laecanius,23,Greece,163,51,Retiarius,4,0,Trident,Basic,Low,10.751115318124407,Expert,4,Excellent,High,Defensive,True
Nasidienus Camillius,33,Numidia,171,84,Secutor,10,1,Gladius (Sword),Standard,High,0.930115873998598,Advanced,11,Good,Medium,Aggressive,True
Tarquinius Mamilius,27,Germania,176,85,Retiarius,7,4,Net,Basic,Low,3.343464086805326,Intermediate,11,Excellent,Medium,Aggressive,True
Aelius Mucius,31,Greece,182,83,Hoplomachus,8,5,Dagger,Standard,Low,4.599830990724552,Basic,13,Excellent,Low,Balanced,True
Egnatius Octavenus,37,Greece,174,90,Retiarius,6,0,Net,Superior,Low,2.7803398876843124,Basic,6,Excellent,Medium,Aggressive,True
Mescinius Considius,25,Greece,195,52,Retiarius,7,3,Net,Superior,Low,4.1324586930552165,Advanced,10,Excellent,Low,Balanced,True
Terentius Foslius,31,Thrace,173,75,Hoplomachus,5,1,Dagger,Basic,Low,6.040154617169636,Intermediate,6,Excellent,Medium,Balanced,True
Norbanus Orchius,41,Numidia,183,89,Retiarius,10,1,Net,Standard,Low,6.480886155829502,Intermediate,11,Good,Medium,Balanced,True
Nonius Numerius,35,Germania,173,87,Secutor,6,0,Gladius (Sword),Superior,Low,4.155994188756765,Basic,6,Excellent,Medium,Balanced,True
Ostorius Fulcinia,20,Rome,159,79,Murmillo,3,0,Dagger,Standard,Low,5.196568371316326,Expert,3,Excellent,High,Balanced,False
Balbus Fulcinia,25,Thrace,171,82,Provocator,8,1,Gladius (Sword),Standard,Low,7.47364364474337,Intermediate,9,Excellent,Medium,Balanced,True
Aulus Bruttius,24,Gaul,184,83,Secutor,8,1,Gladius (Sword),Basic,High,1.8673615048257124,Intermediate,9,Excellent,High,Aggressive,True
Decentius Genucius,20,Greece,163,81,Provocator,4,0,Gladius (Sword),Standard,Low,2.6992050928786977,Intermediate,4,Excellent,Low,Aggressive,False
Catius Foslius,23,Numidia,172,92,Retiarius,10,3,Net,Standard,Low,4.02566208663766,Advanced,13,Excellent,High,Balanced,False
Fulcinia Sextius,26,Thrace,170,100,Murmillo,0,0,Dagger,Standard,Low,3.747299622670482,Intermediate,0,Excellent,Low,Aggressive,False
Genucius Matinius,20,Germania,173,59,Provocator,5,0,Dagger,Basic,Low,7.738291833824749,Expert,5,Excellent,Low,Balanced,True
Cominius Orestius,23,Gaul,161,89,Thraex,10,4,Sica (Curved Sword),Standard,Low,6.719984842529788,Advanced,14,Excellent,High,Defensive,True
Titus Servius,19,Gaul,175,54,Hoplomachus,6,1,Dagger,Superior,Low,5.998692923589774,Intermediate,7,Excellent,High,Aggressive,True
Mamilius Laronius,18,Gaul,172,70,Hoplomachus,1,0,Spear,Basic,Low,7.240777895573312,Expert,1,Excellent,High,Aggressive,False
Paelignus Pinarus,37,Rome,189,96,Murmillo,10,3,Gladius (Sword),Basic,Low,6.062464569041275,Intermediate,13,Good,Medium,Balanced,True
Flavius Pinarus,27,Gaul,169,50,Secutor,6,1,Gladius (Sword),Superior,Low,4.7210721274479095,Expert,7,Excellent,Medium,Aggressive,True
Galerius Hostilius,31,Gaul,177,86,Hoplomachus,4,0,Spear,Superior,Low,4.8667261640917125,Basic,4,Excellent,Medium,Aggressive,True
Valerius Titus,23,Thrace,185,77,Provocator,12,4,Gladius (Sword),Standard,Low,5.097898579646513,Advanced,16,Excellent,High,Balanced,True
Fidenas Murena,23,Rome,195,86,Provocator,8,0,Gladius (Sword),Basic,Low,7.154631831643094,Advanced,8,Excellent,Medium,Aggressive,True
Lartius Sulpicius,18,Numidia,151,69,Thraex,5,1,Sica (Curved Sword),Standard,Low,5.675721381194212,Advanced,6,Excellent,High,Aggressive,True
Albinius Paconius,30,Greece,160,102,Murmillo,6,0,Gladius (Sword),Standard,Low,4.235095799743147,Basic,6,Excellent,Medium,Balanced,True
Titus Murena,43,Rome,169,88,Secutor,13,4,Gladius (Sword),Basic,Low,5.55914364742214,Basic,17,Good,Medium,Balanced,True
Numerius Iuventius,39,Numidia,168,69,Retiarius,12,4,Trident,Superior,Low,1.0401195132137364,Basic,16,Excellent,Medium,Balanced,True
Marcus Avidius,26,Numidia,181,86,Retiarius,9,2,Trident,Basic,Low,8.06640538432761,Advanced,11,Excellent,Medium,Balanced,True
Ostorius Cinna,39,Germania,175,60,Retiarius,8,2,Trident,Basic,High,0.9748249695478368,Basic,10,Fair,Low,Aggressive,True
Egnatius Cordius,30,Germania,170,83,Provocator,6,2,Gladius (Sword),Basic,Low,4.32873525049612,Basic,8,Excellent,Medium,Balanced,True
Balbus Orchius,42,Germania,169,88,Hoplomachus,5,1,Spear,Superior,Low,2.848981559219113,Basic,6,Good,Medium,Balanced,True
Atilius Mescinius,21,Gaul,171,84,Murmillo,3,0,Dagger,Basic,Low,7.66295988445123,Expert,3,Excellent,Low,Aggressive,False
